"count","ptCnt","ptid","List","TrialNum","CueDirection","SentenceDirection","StimulusType","Accuracy","MoveTime","LiftOffLatency","SentDur","ItemNumber","SentenceStimulus","Date","PostQ1","PostQ2","PostQ3","PostQ4","liftOffDiff"
471,0,406,4,71,0,1,0,1,468,1894,1579,37,"You offered Chris some writing tips","01/15/2017","capacity to understand language","n","n","n",315
474,0,406,4,74,1,1,0,1,486,1949,1321,24,"You drove the car to Amber","01/15/2017","capacity to understand language","n","n","n",628
475,0,406,4,75,1,0,0,1,1152,2316,1460,3,"Mark dealt the cards to you","01/15/2017","capacity to understand language","n","n","n",856
479,0,406,4,79,1,1,0,1,315,1784,1293,29,"You hit Paul the baseball","01/15/2017","capacity to understand language","n","n","n",491
480,0,406,4,80,1,0,0,1,352,2403,1347,9,"Mike rolled you the marble","01/15/2017","capacity to understand language","n","n","n",1056
488,0,407,1,8,0,1,0,1,2533,2885,1620,28,"You shot Shawn the rubber band","01/17/2017","sobre reaccion","n","y","n",1265
491,0,407,1,11,0,0,0,1,463,2474,1534,2,"Helen awarded a medal to you","01/17/2017","sobre reaccion","n","y","n",940
493,0,407,1,13,0,0,0,1,239,2278,1559,8,"Courtney handed you the notebook","01/17/2017","sobre reaccion","n","y","n",719
494,0,407,1,14,1,0,0,1,380,1678,1698,15,"Jesse gave you another chance","01/17/2017","sobre reaccion","n","y","n",-20
497,0,407,1,17,0,1,0,1,228,2244,1637,22,"You donated money to Vincent","01/17/2017","sobre reaccion","n","y","n",607
498,0,407,1,18,0,0,0,1,30,2471,1489,3,"Jack kicked the football to you","01/17/2017","sobre reaccion","n","y","n",982
499,0,407,1,19,1,1,0,1,307,1865,1310,39,"You told Liz the story","01/17/2017","sobre reaccion","n","y","n",555
500,0,407,1,20,1,1,0,1,575,1989,1724,37,"Ian received the complaint from you","01/17/2017","sobre reaccion","n","y","n",265
505,0,407,1,25,0,1,0,1,278,1900,1186,26,"You threw Diane the pen","01/17/2017","sobre reaccion","n","y","n",714
506,0,407,1,26,0,0,0,1,284,2031,1503,1,"Andy delivered the pizza to you","01/17/2017","sobre reaccion","n","y","n",528
507,0,407,1,27,0,1,0,1,362,2022,1567,25,"You handed the puppy to Katie","01/17/2017","sobre reaccion","n","y","n",455
508,0,407,1,28,1,1,0,1,397,2320,2065,34,"You radioed the message to the policeman","01/17/2017","sobre reaccion","n","y","n",255
512,0,407,1,32,1,1,0,1,306,2469,1371,32,"You sold the land to Mike","01/17/2017","sobre reaccion","n","y","n",1098
513,0,407,1,33,1,0,0,1,300,2349,1746,12,"Tiana devoted her time to you","01/17/2017","sobre reaccion","n","y","n",603
514,0,407,1,34,1,0,0,1,370,2309,1696,13,"John dedicated the song to you","01/17/2017","sobre reaccion","n","y","n",613
518,0,407,1,38,1,0,0,1,254,464,1369,14,"Jenni sang you a song","01/17/2017","sobre reaccion","n","y","n",-905
519,0,407,1,39,1,1,0,1,558,338,2034,35,"You transferred responsibility to Anna","01/17/2017","sobre reaccion","n","y","n",-1696
523,0,407,1,43,0,0,0,1,238,606,1322,9,"Paul hit you the baseball","01/17/2017","sobre reaccion","n","y","n",-716
524,0,407,1,44,1,0,0,1,263,484,1022,19,"He taught you a lesson","01/17/2017","sobre reaccion","n","y","n",-538
528,0,407,1,48,0,0,0,1,261,491,1875,5,"Kelly dispensed the rations to you","01/17/2017","sobre reaccion","n","y","n",-1384
531,0,407,1,51,0,1,0,1,260,414,1364,29,"You rolled Mike the marble","01/17/2017","sobre reaccion","n","y","n",-950
532,0,407,1,52,1,1,0,1,275,423,1600,36,"You confessed your secret to Dan","01/17/2017","sobre reaccion","n","y","n",-1177
533,0,407,1,53,0,1,0,1,316,460,1634,24,"You entrusted the key to Jeff","01/17/2017","sobre reaccion","n","y","n",-1174
534,0,407,1,54,1,1,0,1,293,533,1856,33,"You transmitted the orders to Sara","01/17/2017","sobre reaccion","n","y","n",-1323
535,0,407,1,55,0,0,0,1,279,362,1433,4,"Amber drove the car to you","01/17/2017","sobre reaccion","n","y","n",-1071
538,0,407,1,58,0,1,0,1,281,568,1427,30,"You poured your dad some water","01/17/2017","sobre reaccion","n","y","n",-859
539,0,407,1,59,1,0,0,1,308,492,1508,17,"Chris offered you some writing tips","01/17/2017","sobre reaccion","n","y","n",-1016
541,0,407,1,61,0,1,0,1,245,448,1422,23,"You dealt the cards to Mark","01/17/2017","sobre reaccion","n","y","n",-974
542,0,407,1,62,0,0,0,1,185,696,1704,10,"Adam conveyed the message to you","01/17/2017","sobre reaccion","n","y","n",-1008
543,0,407,1,63,1,1,0,1,571,247,1182,31,"You slipped Heather a note","01/17/2017","sobre reaccion","n","y","n",-935
547,0,407,1,67,1,0,0,1,344,315,1390,18,"Your sister blew you a kiss","01/17/2017","sobre reaccion","n","y","n",-1075
548,0,407,1,68,1,0,0,1,589,238,1733,16,"Steve lavished you with praise","01/17/2017","sobre reaccion","n","y","n",-1495
552,0,407,1,72,0,1,0,1,294,332,1936,21,"You forked over the cash to Alex","01/17/2017","sobre reaccion","n","y","n",-1604
553,0,407,1,73,1,1,0,1,313,281,1270,38,"You paid Amanda tribute","01/17/2017","sobre reaccion","n","y","n",-989
557,0,407,1,77,0,1,0,1,341,281,1645,27,"You kicked Joe the soccer ball","01/17/2017","sobre reaccion","n","y","n",-1364
558,0,407,1,78,1,0,0,1,731,244,1805,11,"Art bestowed the honor upon you","01/17/2017","sobre reaccion","n","y","n",-1561
559,0,407,1,79,0,0,0,1,438,181,1396,6,"Christine bought you ice cream","01/17/2017","sobre reaccion","n","y","n",-1215
562,0,408,2,2,0,1,0,1,380,2225,1856,33,"You transmitted the orders to Sara","01/17/2017","language","n","n","n",369
563,0,408,2,3,0,1,0,1,262,1870,1270,38,"You paid Amanda tribute","01/17/2017","language","n","n","n",600
566,0,408,2,6,0,1,0,1,302,1768,1371,32,"You sold the land to Mike","01/17/2017","language","n","n","n",397
567,0,408,2,7,0,0,0,1,251,2685,1390,18,"Your sister blew you a kiss","01/17/2017","language","n","n","n",1295
576,0,408,2,16,0,0,0,1,604,2189,1696,13,"John dedicated the song to you","01/17/2017","language","n","n","n",493
586,0,408,2,26,1,0,0,1,235,2622,1559,8,"Courtney handed you the notebook","01/17/2017","language","n","n","n",1063
588,0,408,2,28,0,1,0,1,267,2745,2034,35,"You transferred responsibility to Anna","01/17/2017","language","n","n","n",711
589,0,408,2,29,0,0,0,1,325,2243,1508,17,"Chris offered you some writing tips","01/17/2017","language","n","n","n",735
593,0,408,2,33,1,1,0,1,412,2795,1422,23,"You dealt the cards to Mark","01/17/2017","language","n","n","n",1373
594,0,408,2,34,0,0,0,1,284,2148,1746,12,"Tiana devoted her time to you","01/17/2017","language","n","n","n",402
595,0,408,2,35,0,1,0,1,166,2511,1407,40,"You sent your family regards","01/17/2017","language","n","n","n",1104
598,0,408,2,38,1,1,0,1,312,1911,1186,26,"You threw Diane the pen","01/17/2017","language","n","n","n",725
606,0,408,2,46,0,1,0,1,315,2612,2065,34,"You radioed the message to the policeman","01/17/2017","language","n","n","n",547
614,0,408,2,54,1,1,0,1,301,2240,1637,22,"You donated money to Vincent","01/17/2017","language","n","n","n",603
615,0,408,2,55,1,0,0,1,250,2805,1704,10,"Adam conveyed the message to you","01/17/2017","language","n","n","n",1101
617,0,408,2,57,1,0,0,1,488,2024,1322,9,"Paul hit you the baseball","01/17/2017","language","n","n","n",702
622,0,408,2,62,0,1,0,1,273,2554,1600,36,"You confessed your secret to Dan","01/17/2017","language","n","n","n",954
627,0,408,2,67,0,0,0,1,251,2991,1805,11,"Art bestowed the honor upon you","01/17/2017","language","n","n","n",1186
633,0,408,2,73,1,1,0,1,306,2108,1567,25,"You handed the puppy to Katie","01/17/2017","language","n","n","n",541
634,0,408,2,74,1,0,0,1,275,2076,1503,1,"Andy delivered the pizza to you","01/17/2017","language","n","n","n",573
635,0,408,2,75,0,0,0,1,296,1770,1369,14,"Jenni sang you a song","01/17/2017","language","n","n","n",401
637,0,408,2,77,1,0,0,1,256,1806,1489,3,"Jack kicked the football to you","01/17/2017","language","n","n","n",317
638,0,408,2,78,0,1,0,1,270,1669,1310,39,"You told Liz the story","01/17/2017","language","n","n","n",359
639,0,408,2,79,0,0,0,1,251,1465,1022,19,"He taught you a lesson","01/17/2017","language","n","n","n",443
641,1,409,4,1,0,0,0,1,683,2597,1501,12,"Mike sold the land to you","01/18/2017","cordination","n","y","n",1096
642,0,409,4,2,0,0,0,1,538,1596,1277,19,"Liz told you the story","01/18/2017","cordination","n","y","n",319
644,0,409,4,4,0,1,0,1,615,1955,1635,35,"You gave Jesse another chance","01/18/2017","cordination","n","y","n",320
648,0,409,4,8,1,1,0,1,505,1627,1321,24,"You drove the car to Amber","01/18/2017","cordination","n","y","n",306
652,0,409,4,12,1,0,0,1,469,1935,1693,4,"Jeff entrusted the key to you","01/18/2017","cordination","n","y","n",242
655,0,409,4,15,0,0,0,1,729,2101,1304,18,"Amanda paid you tribute","01/18/2017","cordination","n","y","n",797
656,0,409,4,16,0,0,0,1,993,2823,2184,14,"The policeman radioed the message to you","01/18/2017","cordination","n","y","n",639
657,0,409,4,17,1,0,0,1,494,2813,1523,7,"Joe kicked you the soccer ball","01/18/2017","cordination","n","y","n",1290
660,0,409,4,20,0,1,0,1,715,2487,1507,40,"You pitched Andy the idea","01/18/2017","cordination","n","y","n",980
661,0,409,4,21,0,1,0,1,665,2635,1579,37,"You offered Chris some writing tips","01/18/2017","cordination","n","y","n",1056
663,0,409,4,23,1,1,0,1,534,3775,1485,22,"You awarded a medal to Helen","01/18/2017","cordination","n","y","n",2290
664,0,409,4,24,1,0,0,1,554,2256,1579,5,"Katie handed the puppy to you","01/18/2017","cordination","n","y","n",677
665,0,409,4,25,0,0,0,1,707,2437,1874,13,"Sara transmitted the orders to you","01/18/2017","cordination","n","y","n",563
666,0,409,4,26,0,0,0,1,906,2586,1647,16,"Dan confessed his secret to you","01/18/2017","cordination","n","y","n",939
667,0,409,4,27,1,1,0,1,746,2093,1439,26,"You bought Christine ice cream","01/18/2017","cordination","n","y","n",654
670,0,409,4,30,0,0,0,1,530,2611,2138,15,"Anna transferred responsibility to you","01/18/2017","cordination","n","y","n",473
671,0,409,4,31,1,1,0,1,530,2190,1681,21,"You delivered the Pizza to Andy","01/18/2017","cordination","n","y","n",509
672,0,409,4,32,0,0,0,1,595,1817,1002,11,"Heather slipped you a note","01/18/2017","cordination","n","y","n",815
673,0,409,4,33,0,1,0,1,728,1668,1126,39,"You taught him a lesson","01/18/2017","cordination","n","y","n",542
685,0,409,4,45,1,0,0,1,444,2029,1460,3,"Mark dealt the cards to you","01/18/2017","cordination","n","y","n",569
686,0,409,4,46,1,1,0,1,576,2852,2109,27,"You slid Sally the cafeteria tray","01/18/2017","cordination","n","y","n",743
691,0,409,4,51,1,0,0,1,453,2028,1473,10,"Your dad poured you some water","01/18/2017","cordination","n","y","n",555
693,0,409,4,53,1,1,0,1,552,2053,1744,30,"You conveyed the message to Adam","01/18/2017","cordination","n","y","n",309
695,0,409,4,55,1,1,0,1,425,2207,1746,25,"You dispensed the rations to Kelly","01/18/2017","cordination","n","y","n",461
696,0,409,4,56,0,1,0,1,728,3526,1837,31,"You bestowed the honor upon Art","01/18/2017","cordination","n","y","n",1689
704,0,409,4,64,0,0,0,1,473,2088,1371,20,"Your family sent you regards","01/18/2017","cordination","n","y","n",717
706,0,409,4,66,0,1,0,1,437,2023,1390,34,"You sang Jenni a song","01/18/2017","cordination","n","y","n",633
708,0,409,4,68,0,1,0,1,497,1801,1639,33,"You dedicated the song to John","01/18/2017","cordination","n","y","n",162
709,0,409,4,69,0,0,0,1,539,2078,1724,17,"You received the complaint from Ian","01/18/2017","cordination","n","y","n",354
710,0,409,4,70,1,1,0,1,633,1933,1293,29,"You hit Paul the baseball","01/18/2017","cordination","n","y","n",640
712,0,409,4,72,1,0,0,1,360,1990,1623,8,"Shawn shot you the rubber band","01/18/2017","cordination","n","y","n",367
714,0,409,4,74,1,0,0,1,416,1999,1646,1,"Alex forked over the cash to you","01/18/2017","cordination","n","y","n",353
716,0,409,4,76,1,1,0,1,422,1824,1511,28,"You handed Courtney the notebook","01/18/2017","cordination","n","y","n",313
717,0,409,4,77,1,0,0,1,418,1983,1347,9,"Mike rolled you the marble","01/18/2017","cordination","n","y","n",636
718,0,409,4,78,1,0,0,1,505,2910,1684,2,"Vincent donated money to you","01/18/2017","cordination","n","y","n",1226
720,0,409,4,80,1,1,0,1,416,1826,1483,23,"You kicked the football to Jack","01/18/2017","cordination","n","y","n",343
723,0,410,2,3,0,0,0,1,245,2351,1390,18,"Your sister blew you a kiss","01/19/2017","comprehension and fast response","n","n","n",961
724,0,410,2,4,0,0,0,1,253,2675,1508,17,"Chris offered you some writing tips","01/19/2017","comprehension and fast response","n","n","n",1167
726,0,410,2,6,0,1,0,1,208,1958,1310,39,"You told Liz the story","01/19/2017","comprehension and fast response","n","n","n",648
729,0,410,2,9,0,0,0,1,260,2234,1369,14,"Jenni sang you a song","01/19/2017","comprehension and fast response","n","n","n",865
731,0,410,2,11,1,0,0,1,247,2953,1926,7,"Sally slid you the cafeteria tray","01/19/2017","comprehension and fast response","n","n","n",1027
738,0,410,2,18,0,1,0,1,235,2599,2034,35,"You transferred responsibility to Anna","01/19/2017","comprehension and fast response","n","n","n",565
742,0,410,2,22,0,0,0,1,216,1955,1472,20,"Andy pitched you the idea","01/19/2017","comprehension and fast response","n","n","n",483
748,0,410,2,28,1,0,0,1,243,2043,1322,9,"Paul hit you the baseball","01/19/2017","comprehension and fast response","n","n","n",721
750,0,410,2,30,0,1,0,1,287,1928,1856,33,"You transmitted the orders to Sara","01/19/2017","comprehension and fast response","n","n","n",72
753,0,410,2,33,1,1,0,1,506,2478,1936,21,"You forked over the cash to Alex","01/19/2017","comprehension and fast response","n","n","n",542
756,0,410,2,36,0,1,0,1,496,2642,1724,37,"Ian received the complaint from you","01/19/2017","comprehension and fast response","n","n","n",918
757,0,410,2,37,1,1,0,1,1543,3634,1427,30,"You poured your dad some water","01/19/2017","comprehension and fast response","n","n","n",2207
758,0,410,2,38,1,1,0,1,174,4653,1620,28,"You shot Shawn the rubber band","01/19/2017","comprehension and fast response","n","n","n",3033
760,0,410,2,40,1,0,0,1,497,2448,1396,6,"Christine bought you ice cream","01/19/2017","comprehension and fast response","n","n","n",1052
761,0,410,2,41,0,1,0,1,220,4011,2065,34,"You radioed the message to the policeman","01/19/2017","comprehension and fast response","n","n","n",1946
764,0,410,2,44,0,1,0,1,307,1828,1270,38,"You paid Amanda tribute","01/19/2017","comprehension and fast response","n","n","n",558
765,0,410,2,45,1,0,0,1,283,2703,1559,8,"Courtney handed you the notebook","01/19/2017","comprehension and fast response","n","n","n",1144
771,0,410,2,51,0,0,0,1,356,2171,1746,12,"Tiana devoted her time to you","01/19/2017","comprehension and fast response","n","n","n",425
774,0,410,2,54,1,1,0,1,836,2077,1637,22,"You donated money to Vincent","01/19/2017","comprehension and fast response","n","n","n",440
777,0,410,2,57,1,1,0,1,2492,3514,1422,23,"You dealt the cards to Mark","01/19/2017","comprehension and fast response","n","n","n",2092
778,0,410,2,58,0,0,0,1,202,2239,1696,13,"John dedicated the song to you","01/19/2017","comprehension and fast response","n","n","n",543
781,0,410,2,61,0,0,0,1,263,1848,1698,15,"Jesse gave you another chance","01/19/2017","comprehension and fast response","n","n","n",150
782,0,410,2,62,0,1,0,1,101,2035,1407,40,"You sent your family regards","01/19/2017","comprehension and fast response","n","n","n",628
783,0,410,2,63,1,1,0,1,301,2441,1645,27,"You kicked Joe the soccer ball","01/19/2017","comprehension and fast response","n","n","n",796
784,0,410,2,64,1,0,0,1,158,1943,1503,1,"Andy delivered the pizza to you","01/19/2017","comprehension and fast response","n","n","n",440
